,game_id,game_date,away_team,home_team,pregame_odds,total_over_points,total_over_stake_percentage,total_over_wager_percentage,total_over_odds,total_over_decimal_odds,total_over_won,total_under_points,total_under_stake_percentage,total_under_wager_percentage,total_under_odds,total_under_decimal_odds,total_under_won,money_away_odds,money_away_decimal_odds,money_away_stake_percentage,money_away_wager_percentage,money_away_won,money_home_odds,money_home_decimal_odds,money_home_stake_percentage,money_home_wager_percentage,money_home_won,spread_away_points,spread_away_odds,spread_away_decimal_odds,spread_away_stake_percentage,spread_away_wager_percentage,spread_away_won,spread_home_points,spread_home_odds,spread_home_decimal_odds,spread_home_stake_percentage,spread_home_wager_percentage,spread_home_won
0,nfl.g.20211017029,2021-10-17-07:00,Minnesota,Carolina,"-2, O/U 45.5",45.5,,,-110.0,1.910,True,45.5,,,-110.0,1.910,False,-130.0,1.770,,,True,110.0,2.100,,,False,-2,-110.0,1.910,,,True,2,-110.0,1.910,,,False
0,nfl.g.20211017030,2021-10-17-07:00,Miami,Jacksonville,"-3, O/U 47",47.5,,,-110.0,1.910,False,47.5,,,-110.0,1.910,True,-160.0,1.620,,,False,135.0,2.350,,,True,-3,-115.0,1.870,,,False,3,-105.0,1.950,,,True
0,nfl.g.20211017033,2021-10-17-07:00,LA Chargers,Baltimore,"-3, O/U 51",51,,,-110.0,1.910,False,51,,,-110.0,1.910,True,130.0,2.300,,,False,-155.0,1.650,,,True,3,-115.0,1.870,,,False,-3,-105.0,1.950,,,True
0,nfl.g.20211018010,2021-10-18-07:00,Buffalo,Tennessee,"-6.5, O/U 53.5",53.5,,,-110.0,1.910,True,53.5,,,-110.0,1.910,False,-275.0,1.360,,,False,225.0,3.250,,,True,-6.5,-110.0,1.910,,,False,6.5,-110.0,1.910,,,True
0,nfl.g.20211021005,2021-10-21-07:00,Denver,Cleveland,"-1.5, O/U 40",40,52.69,54.69,-110.0,1.910,False,40,47.31,45.31,-110.0,1.910,True,105.0,2.050,88.48,20.25,False,-125.0,1.800,11.52,79.75,True,1.5,-110.0,1.910,74.94,59.23,False,-1.5,-110.0,1.910,25.06,40.77,True
0,nfl.g.20211024009,2021-10-24-07:00,Washington,Green Bay,"-8.5, O/U 48",48,63.61,63.99,-110.0,1.910,False,48,36.39,36.01,-110.0,1.910,True,350.0,4.500,1.54,3.26,False,-450.0,1.220,98.45,96.74,True,8.5,-110.0,1.910,14.41,15.35,False,-8.5,-110.0,1.910,85.59,84.65,True
0,nfl.g.20211024010,2021-10-24-07:00,Kansas City,Tennessee,"-4, O/U 59",59,43.61,56.91,-110.0,1.910,False,59,56.39,43.09,-110.0,1.910,True,-200.0,1.500,84.19,78.72,False,165.0,2.650,15.81,21.28,True,-4,-110.0,1.910,57.41,73.49,False,4,-110.0,1.910,42.59,26.51,True
0,nfl.g.20211024013,2021-10-24-07:00,Philadelphia,Las Vegas,"-1, O/U 48",48,76.19,69.07,-110.0,1.910,True,48,23.81,30.93,-110.0,1.910,False,100.0,2.000,23.66,26.4,False,-120.0,1.830,76.34,73.6,True,1,-110.0,1.910,70.88,53.44,False,-1,-110.0,1.910,29.12,46.56,True
0,nfl.g.20211024014,2021-10-24-07:00,Detroit,LA Rams,"-16.5, O/U 50.5",50.5,41.24,40.3,-110.0,1.910,False,50.5,58.76,59.7,-110.0,1.910,True,825.0,9.250,15.13,4.64,False,-1400.0,1.070,84.88,95.36,True,16.5,-110.0,1.910,22.04,23.94,True,-16.5,-110.0,1.910,77.96,76.06,False
0,nfl.g.20211024015,2021-10-24-07:00,Atlanta,Miami,"-1.5, O/U 47.5",47.5,59.5,55.38,-110.0,1.910,True,47.5,40.5,44.62,-110.0,1.910,False,-125.0,1.800,11.33,50.0,True,105.0,2.050,88.67,50.0,False,-1.5,-110.0,1.910,65.13,69.95,True,1.5,-110.0,1.910,34.87,30.05,False
0,nfl.g.20211024017,2021-10-24-07:00,NY Jets,New England,"-7, O/U 42.5",42.5,39.35,64.58,-110.0,1.910,True,42.5,60.65,35.42,-110.0,1.910,False,250.0,3.500,4.96,3.05,False,-300.0,1.330,95.04,96.95,True,7,-110.0,1.910,11.45,15.13,False,-7,-110.0,1.910,88.55,84.87,True
0,nfl.g.20211024019,2021-10-24-07:00,Carolina,NY Giants,"-3, O/U 43",43,61.59,61.86,-110.0,1.910,False,43,38.41,38.14,-110.0,1.910,True,-150.0,1.670,92.23,85.27,False,125.0,2.250,7.77,14.73,True,-3,-110.0,1.910,85.88,77.77,False,3,-110.0,1.910,14.12,22.23,True
0,nfl.g.20211024022,2021-10-24-07:00,Houston,Arizona,"-20, O/U 47.5",47.5,44.13,63.07,-110.0,1.910,False,47.5,55.87,36.93,-110.0,1.910,True,1100.0,12.000,13.08,4.16,False,-2500.0,1.040,86.92,95.84,True,20,-110.0,1.910,24.04,23.36,False,-20,-110.0,1.910,75.96,76.64,True
0,nfl.g.20211024025,2021-10-24-07:00,Indianapolis,San Francisco,"-3.5, O/U 41.5",41.5,51.41,72.55,-110.0,1.910,True,41.5,48.59,27.45,-110.0,1.910,False,155.0,2.550,32.92,11.33,True,-190.0,1.530,67.08,88.67,False,3.5,-115.0,1.870,71.33,70.65,True,-3.5,-105.0,1.950,28.67,29.35,False
0,nfl.g.20211024027,2021-10-24-07:00,Chicago,Tampa Bay,"-12, O/U 47",47,70.25,73.7,-110.0,1.910,False,47,29.75,26.3,-110.0,1.910,True,500.0,6.000,13.3,4.96,False,-650.0,1.150,86.69,95.04,True,12,-110.0,1.910,22.82,25.22,False,-12,-110.0,1.910,77.18,74.78,True
0,nfl.g.20211024033,2021-10-24-07:00,Cincinnati,Baltimore,"-6.5, O/U 46",46,66.25,56.42,-110.0,1.910,True,46,33.75,43.58,-110.0,1.910,False,220.0,3.200,6.92,6.22,True,-275.0,1.360,93.08,93.78,False,6.5,-115.0,1.870,35.16,40.33,True,-6.5,-105.0,1.950,64.84,59.67,False
0,nfl.g.20211025026,2021-10-25-07:00,New Orleans,Seattle,"-5.5, O/U 42",42,63.91,72.38,-110.0,1.910,False,42,36.09,27.63,-110.0,1.910,True,-225.0,1.440,73.3,74.32,True,190.0,2.900,26.7,25.68,False,-5.5,-110.0,1.910,63.43,62.08,False,5.5,-110.0,1.910,36.57,37.92,True
0,nfl.g.20211028022,2021-10-28-07:00,Green Bay,Arizona,"-6.5, O/U 50.5",50.5,47.45,57.35,-110.0,1.910,False,50.5,52.55,42.65,-110.0,1.910,True,230.0,3.300,70.36,14.1,True,-275.0,1.350,29.65,85.9,False,6.5,-110.0,1.910,52.02,56.2,True,-6.5,-110.0,1.910,47.98,43.8,False
0,nfl.g.20211031001,2021-10-31-07:00,Carolina,Atlanta,"-2.5, O/U 46.5",46.5,58.75,62.46,-110.0,1.910,False,46.5,41.25,37.54,-110.0,1.910,True,120.0,2.200,41.22,12.87,True,-140.0,1.710,58.78,87.13,False,2.5,-110.0,1.910,60.05,47.48,True,-2.5,-110.0,1.910,39.95,52.52,False
0,nfl.g.20211031002,2021-10-31-07:00,Miami,Buffalo,"-14.5, O/U 48.5",48.5,81.91,70.09,-110.0,1.910,False,48.5,18.09,29.91,-110.0,1.910,True,675.0,7.750,10.84,5.54,False,-1000.0,1.100,89.16,94.46,True,14.5,-110.0,1.910,10.83,12.12,False,-14.5,-110.0,1.910,89.17,87.88,True
0,nfl.g.20211031003,2021-10-31-07:00,San Francisco,Chicago,"-4.5, O/U 30.5",40,69.36,73.54,-110.0,1.910,True,40,30.64,26.46,-110.0,1.910,False,-190.0,1.530,80.31,77.44,True,160.0,2.600,19.69,22.56,False,-4.5,-110.0,1.910,60.81,54.75,True,4.5,-110.0,1.910,39.19,45.25,False
0,nfl.g.20211031005,2021-10-31-07:00,Pittsburgh,Cleveland,"-5, O/U 43",43,62.72,63.97,-110.0,1.910,False,43,37.28,36.03,-110.0,1.910,True,175.0,2.750,55.68,26.8,True,-200.0,1.480,44.32,73.2,False,5,-110.0,1.910,56.46,61.42,True,-5,-110.0,1.910,43.54,38.58,False
0,nfl.g.20211031007,2021-10-31-07:00,Washington,Denver,"-4, O/U 44",44,64.78,49.11,-110.0,1.910,False,44,35.22,50.89,-110.0,1.910,True,170.0,2.700,39.26,24.6,False,-200.0,1.500,60.74,75.4,True,4,-110.0,1.910,41.21,42.15,False,-4,-110.0,1.910,58.79,57.85,True
0,nfl.g.20211031008,2021-10-31-07:00,Philadelphia,Detroit,"-3, O/U 48",48,57.35,51.92,-110.0,1.910,True,48,42.65,48.08,-110.0,1.910,False,-160.0,1.620,48.29,73.95,True,135.0,2.350,51.71,26.05,False,-3,-115.0,1.870,22.43,36.63,True,3,-105.0,1.950,77.57,63.37,False
0,nfl.g.20211031011,2021-10-31-07:00,Tennessee,Indianapolis,"-3, O/U 51",51,,,-110.0,1.910,True,51,,,-110.0,1.910,False,140.0,2.400,,,True,-165.0,1.600,,,False,3,-115.0,1.870,,,True,-3,-105.0,1.950,,,False
0,nfl.g.20211031016,2021-10-31-07:00,Dallas,Minnesota,"-4.5, O/U 49.5",49.5,45.83,66.07,-110.0,1.910,False,49.5,54.17,33.93,-110.0,1.910,True,170.0,2.700,87.68,33.31,True,-200.0,1.500,12.32,66.69,False,4.5,-110.0,1.910,58.74,72.18,True,-4.5,-110.0,1.910,41.26,27.82,False
0,nfl.g.20211031018,2021-10-31-07:00,Tampa Bay,New Orleans,"-4, O/U 48.5",48.5,63.16,65.06,-110.0,1.910,True,48.5,36.84,34.94,-110.0,1.910,False,-190.0,1.530,87.25,79.76,False,160.0,2.600,12.76,20.24,True,-4,-110.0,1.910,76.01,83.23,False,4,-110.0,1.910,23.99,16.77,True
0,nfl.g.20211031020,2021-10-31-07:00,Cincinnati,NY Jets,"-11.5, O/U 43",43,57.29,59.84,-110.0,1.910,True,43,42.71,40.16,-110.0,1.910,False,-650.0,1.150,92.94,94.86,False,475.0,5.750,7.05,5.14,True,-11.5,-110.0,1.910,91.73,90.83,False,11.5,-110.0,1.910,8.27,9.17,True
0,nfl.g.20211031024,2021-10-31-07:00,New England,LA Chargers,"-4, O/U 50.5",50.5,65.22,64.19,-110.0,1.910,True,50.5,34.78,35.81,-110.0,1.910,False,160.0,2.600,30.14,29.45,True,-190.0,1.530,69.86,70.55,False,4,-110.0,1.910,55.33,45.19,True,-4,-110.0,1.910,44.67,54.81,False
0,nfl.g.20211031026,2021-10-31-07:00,Jacksonville,Seattle,"-4, O/U 44.5",44.5,46.98,48.21,-110.0,1.910,False,44.5,53.02,51.79,-110.0,1.910,True,160.0,2.600,33.18,11.24,False,-190.0,1.530,66.83,88.76,True,4,-110.0,1.910,61.47,53.55,False,-4,-110.0,1.910,38.53,46.45,True
0,nfl.g.20211031034,2021-10-31-07:00,LA Rams,Houston,"-16.5, O/U 46.5",46.5,46.38,52.47,-110.0,1.910,True,46.5,53.62,47.53,-110.0,1.910,False,-1000.0,1.100,96.45,94.9,True,625.0,7.300,3.55,5.1,False,-16.5,-110.0,1.910,91.12,87.18,False,16.5,-110.0,1.910,8.88,12.82,True
0,nfl.g.20211101012,2021-11-01-07:00,NY Giants,Kansas City,"-10.5, O/U 53",53,59.89,55.13,-110.0,1.910,False,53,40.11,44.87,-110.0,1.910,True,400.0,5.000,17.74,4.61,False,-550.0,1.190,82.26,95.39,True,10.5,-115.0,1.870,32.07,27.19,True,-10.5,-105.0,1.950,67.93,72.81,False
0,nfl.g.20211104011,2021-11-04-07:00,NY Jets,Indianapolis,"-10, O/U 45.5",45.5,48.37,61.79,-110.0,1.910,True,45.5,51.63,38.21,-110.0,1.910,False,375.0,4.750,50.43,7.41,False,-500.0,1.200,49.58,92.59,True,10,-110.0,1.910,48.16,44.24,False,-10,-110.0,1.910,51.84,55.76,True
0,nfl.g.20211107004,2021-11-07-07:00,Cleveland,Cincinnati,"-2, O/U 47.5",47.5,53.34,64.89,-110.0,1.910,True,47.5,46.66,35.11,-110.0,1.910,False,110.0,2.100,57.28,29.25,True,-130.0,1.770,42.72,70.75,False,2,-110.0,1.910,54.28,58.04,True,-2,-110.0,1.910,45.72,41.96,False
0,nfl.g.20211107006,2021-11-07-07:00,Denver,Dallas,"-10, O/U 50",50,19.8,52.05,-110.0,1.910,False,50,80.2,47.95,-110.0,1.910,True,375.0,4.750,6.24,4.29,True,-500.0,1.200,93.77,95.71,False,10,-110.0,1.910,18.51,20.09,True,-10,-110.0,1.910,81.49,79.91,False
0,nfl.g.20211107012,2021-11-07-07:00,Green Bay,Kansas City,"-7, O/U 48",48,38.56,43.86,-110.0,1.910,False,48,61.44,56.14,-110.0,1.910,True,250.0,3.500,98.96,70.59,False,-300.0,1.330,1.03,29.41,True,7,-110.0,1.910,93.29,91.36,True,-7,-110.0,1.910,6.71,8.64,False
0,nfl.g.20211107014,2021-11-07-07:00,Tennessee,LA Rams,"-7, O/U 53.5",53.5,49.11,50.0,-110.0,1.910,False,53.5,50.89,50.0,-110.0,1.910,True,275.0,3.750,16.46,9.83,True,-350.0,1.290,83.54,90.17,False,7,-110.0,1.910,51.39,57.06,True,-7,-110.0,1.910,48.61,42.94,False
0,nfl.g.20211107015,2021-11-07-07:00,Houston,Miami,"-4, O/U 45",45,60.0,60.0,-110.0,1.910,False,45,40.0,40.0,-110.0,1.910,True,170.0,2.700,,,False,-200.0,1.490,,,True,4,-110.0,1.910,100.0,100.0,False,-4,-110.0,1.910,,,True
0,nfl.g.20211107018,2021-11-07-07:00,Atlanta,New Orleans,"-6.5, O/U 43",43,50.16,65.33,-110.0,1.910,True,43,49.84,34.67,-110.0,1.910,False,225.0,3.250,61.84,12.12,True,-275.0,1.360,38.16,87.88,False,6.5,-105.0,1.950,73.21,71.43,True,-6.5,-115.0,1.870,26.79,28.57,False
0,nfl.g.20211107019,2021-11-07-07:00,Las Vegas,NY Giants,"-2.5, O/U 46.5",46.5,61.67,64.41,-110.0,1.910,False,46.5,38.33,35.59,-110.0,1.910,True,-145.0,1.700,88.71,84.28,False,120.0,2.200,11.28,15.72,True,-2.5,-120.0,1.830,64.53,66.56,False,2.5,100.0,2.000,35.47,33.44,True
0,nfl.g.20211107021,2021-11-07-07:00,LA Chargers,Philadelphia,"-1, O/U 49.5",49.5,57.69,57.14,-110.0,1.910,True,49.5,42.31,42.86,-110.0,1.910,False,-110.0,1.910,66.06,80.74,True,-110.0,1.910,33.94,19.26,False,-1,-105.0,1.950,80.33,60.23,True,1,-115.0,1.870,19.67,39.77,False
0,nfl.g.20211107025,2021-11-07-07:00,Arizona,San Francisco,"-5.5, O/U 44.5",44.5,77.02,71.99,-110.0,1.910,True,44.5,22.98,28.01,-110.0,1.910,False,200.0,3.000,95.87,85.17,True,-250.0,1.410,4.13,14.83,False,5.5,-110.0,1.910,72.88,88.4,True,-5.5,-110.0,1.910,27.12,11.6,False
0,nfl.g.20211107029,2021-11-07-07:00,New England,Carolina,"-3.5, O/U 41.5",41.5,79.13,77.44,-110.0,1.910,False,41.5,20.87,22.56,-110.0,1.910,True,-185.0,1.550,76.46,84.03,True,155.0,2.550,23.54,15.97,False,-3.5,-110.0,1.910,81.64,80.89,True,3.5,-110.0,1.910,18.36,19.11,False
0,nfl.g.20211107030,2021-11-07-07:00,Buffalo,Jacksonville,"-15, O/U 48.5",48.5,51.94,50.92,-110.0,1.910,False,48.5,48.06,49.08,-110.0,1.910,True,-1400.0,1.070,84.19,95.77,False,825.0,9.250,15.81,4.23,True,-15,-105.0,1.950,88.86,88.66,False,15,-115.0,1.870,11.14,11.34,True
0,nfl.g.20211107033,2021-11-07-07:00,Minnesota,Baltimore,"-7, O/U 51",51,64.03,62.77,-110.0,1.910,True,51,35.97,37.23,-110.0,1.910,False,270.0,3.700,20.16,12.54,False,-350.0,1.300,79.84,87.46,True,7,-110.0,1.910,56.3,50.0,True,-7,-110.0,1.910,43.7,50.0,False
0,nfl.g.20211108023,2021-11-08-08:00,Chicago,Pittsburgh,"-7, O/U 40",40,52.1,48.69,-110.0,1.910,True,40,47.9,51.31,-110.0,1.910,False,250.0,3.500,42.94,10.98,False,-300.0,1.330,57.06,89.02,True,7,-110.0,1.910,54.46,55.0,True,-7,-110.0,1.910,45.54,45.0,False
0,nfl.g.20211111015,2021-11-11-08:00,Baltimore,Miami,"-8.5, O/U 50.5",50.5,55.2,66.27,140.0,2.400,False,50.5,44.8,33.73,-165.0,1.600,True,-400.0,1.250,88.97,86.07,False,325.0,4.250,11.03,13.93,True,-8.5,-110.0,1.910,86.71,84.22,False,8.5,-110.0,1.910,13.29,15.78,True
0,nfl.g.20211114006,2021-11-14-08:00,Atlanta,Dallas,"-7.5, O/U 55",55,61.47,60.12,-110.0,1.910,False,55,38.53,39.88,-110.0,1.910,True,260.0,3.650,51.31,19.5,False,-350.0,1.300,48.69,80.5,True,7.5,-110.0,1.910,51.43,43.76,False,-7.5,-110.0,1.910,48.57,56.24,True
0,nfl.g.20211114007,2021-11-14-08:00,Philadelphia,Denver,"-1, O/U 44.5",44.5,43.52,66.96,-110.0,1.910,False,44.5,56.48,33.04,-110.0,1.910,True,-110.0,1.910,38.27,40.54,True,-110.0,1.910,61.73,59.46,False,-1,-105.0,1.950,49.32,57.07,True,1,-115.0,1.870,50.68,42.93,False
0,nfl.g.20211114009,2021-11-14-08:00,Seattle,Green Bay,"-3, O/U 49",49,55.7,71.04,-110.0,1.910,False,49,44.3,28.96,-110.0,1.910,True,135.0,2.350,41.54,19.19,False,-160.0,1.620,58.47,80.81,True,3,-105.0,1.950,45.98,40.78,False,-3,-115.0,1.870,54.02,59.22,True
0,nfl.g.20211114010,2021-11-14-08:00,New Orleans,Tennessee,"-3, O/U 42.5",42.5,60.22,75.4,-110.0,1.910,True,42.5,39.78,24.6,-110.0,1.910,False,125.0,2.250,19.62,22.34,False,-150.0,1.670,80.39,77.66,True,3,-115.0,1.870,34.07,33.54,True,-3,-105.0,1.950,65.93,66.46,False
0,nfl.g.20211114011,2021-11-14-08:00,Jacksonville,Indianapolis,"-10.5, O/U 48",48,52.02,52.42,-110.0,1.910,False,48,47.98,47.58,-110.0,1.910,True,375.0,4.750,19.5,3.5,False,-500.0,1.200,80.5,96.5,True,10.5,-110.0,1.910,29.82,46.89,True,-10.5,-110.0,1.910,70.18,53.11,False
0,nfl.g.20211114013,2021-11-14-08:00,Kansas City,Las Vegas,"-2.5, O/U 62.5",62.5,66.15,64.57,200.0,3.000,False,62.5,33.85,35.43,-250.0,1.400,True,-150.0,1.670,83.17,76.94,True,125.0,2.250,16.84,23.06,False,-2.5,-115.0,1.870,57.01,57.91,True,2.5,-105.0,1.950,42.99,42.09,False
0,nfl.g.20211114017,2021-11-14-08:00,Cleveland,New England,"-2.5, O/U 44.5",44.5,69.31,62.2,-110.0,1.910,True,44.5,30.69,37.8,-110.0,1.910,False,115.0,2.150,50.7,15.66,False,-135.0,1.750,49.31,84.34,True,2.5,-110.0,1.910,68.73,74.27,False,-2.5,-110.0,1.910,31.27,25.73,True
0,nfl.g.20211114020,2021-11-14-08:00,Buffalo,NY Jets,"-14, O/U 48.5",48.5,38.2,58.96,-110.0,1.910,True,48.5,61.8,41.04,-110.0,1.910,False,-900.0,1.110,81.91,91.68,True,600.0,7.000,18.09,8.32,False,-14,-110.0,1.910,58.19,55.4,True,14,-110.0,1.910,41.81,44.6,False
0,nfl.g.20211114022,2021-11-14-08:00,Carolina,Arizona,"-7, O/U 41.5",41.5,55.74,69.4,-110.0,1.910,True,41.5,44.26,30.6,-110.0,1.910,False,270.0,3.700,26.21,8.14,True,-350.0,1.290,73.79,91.86,False,7,-110.0,1.910,33.71,29.97,True,-7,-110.0,1.910,66.29,70.03,False
0,nfl.g.20211114023,2021-11-14-08:00,Detroit,Pittsburgh,"-6, O/U 40.5",40.5,54.73,67.59,-110.0,1.910,False,40.5,45.27,32.41,-110.0,1.910,True,200.0,3.000,20.11,6.58,,-250.0,1.400,79.89,93.42,,6,-110.0,1.910,57.41,43.33,True,-6,-110.0,1.910,42.59,56.67,False
0,nfl.g.20211114024,2021-11-14-08:00,Minnesota,LA Chargers,"-3.5, O/U 53.5",53.5,74.95,64.63,-110.0,1.910,False,53.5,25.05,35.37,-110.0,1.910,True,150.0,2.500,22.33,21.99,True,-175.0,1.570,77.68,78.01,False,3.5,-115.0,1.870,67.61,51.17,True,-3.5,-105.0,1.950,32.39,48.83,False
0,nfl.g.20211114028,2021-11-14-08:00,Tampa Bay,Washington,"-9.5, O/U 51",51,51.94,63.59,-110.0,1.910,False,51,48.06,36.41,-110.0,1.910,True,-450.0,1.220,96.63,90.94,False,350.0,4.500,3.37,9.06,True,-9.5,-110.0,1.910,82.2,78.77,False,9.5,-110.0,1.910,17.8,21.23,True
0,nfl.g.20211115025,2021-11-15-08:00,LA Rams,San Francisco,"-3.5, O/U 50.5",50.5,51.31,59.63,-110.0,1.910,False,50.5,48.69,40.37,-110.0,1.910,True,-185.0,1.550,93.17,82.07,False,155.0,2.550,6.83,17.93,True,-3.5,-110.0,1.910,72.29,83.09,False,3.5,-110.0,1.910,27.71,16.91,True
0,nfl.g.20211118001,2021-11-18-08:00,New England,Atlanta,"-7, O/U 47",47,68.77,57.54,-110.0,1.910,False,47,31.23,42.46,-110.0,1.910,True,-300.0,1.340,90.75,82.66,True,240.0,3.400,9.25,17.34,False,-7,-105.0,1.950,68.8,72.68,True,7,-115.0,1.870,31.2,27.32,False
0,nfl.g.20211121002,2021-11-21-08:00,Indianapolis,Buffalo,"-7, O/U 49.5",49.5,43.65,39.19,-110.0,1.910,True,49.5,56.35,60.81,-110.0,1.910,False,250.0,3.500,24.82,4.07,True,-300.0,1.330,75.18,95.93,False,7,-110.0,1.910,58.0,60.47,True,-7,-110.0,1.910,42.0,39.53,False
0,nfl.g.20211121003,2021-11-21-08:00,Baltimore,Chicago,"-1.5, O/U 40.5",40.5,30.01,60.52,-110.0,1.910,False,40.5,69.99,39.48,-110.0,1.910,True,-125.0,1.800,87.92,68.9,True,105.0,2.050,12.09,31.1,False,-1.5,-110.0,1.910,56.98,54.39,True,1.5,-110.0,1.910,43.02,45.61,False
0,nfl.g.20211121005,2021-11-21-08:00,Detroit,Cleveland,"-13, O/U 42.5",42.5,35.93,62.0,-110.0,1.910,False,42.5,64.07,38.0,-110.0,1.910,True,400.0,5.000,31.75,4.47,False,-550.0,1.180,68.24,95.53,True,13,-110.0,1.910,13.16,81.43,True,-13,-110.0,1.910,86.84,18.57,False
0,nfl.g.20211121010,2021-11-21-08:00,Houston,Tennessee,"-10, O/U 45",45,57.42,71.67,-110.0,1.910,False,45,42.58,28.33,-110.0,1.910,True,375.0,4.800,3.79,2.75,True,-550.0,1.190,96.22,97.25,False,10,-110.0,1.910,18.47,15.79,True,-10,-110.0,1.910,81.53,84.21,False
0,nfl.g.20211121012,2021-11-21-08:00,Dallas,Kansas City,"-2.5, O/U 55.5",55.5,66.77,66.0,-110.0,1.910,False,55.5,33.23,34.0,-110.0,1.910,True,120.0,2.200,16.68,19.4,False,-145.0,1.700,83.3,80.6,True,2.5,-105.0,1.950,63.51,69.49,False,-2.5,-115.0,1.870,36.49,30.51,True
0,nfl.g.20211121013,2021-11-21-08:00,Cincinnati,Las Vegas,"-1.5, O/U 50.5",50.5,81.94,71.94,-110.0,1.910,False,50.5,18.06,28.06,-110.0,1.910,True,-125.0,1.800,65.28,54.8,True,105.0,2.050,34.72,45.2,False,-1.5,-110.0,1.910,65.69,52.86,True,1.5,-110.0,1.910,34.31,47.14,False
0,nfl.g.20211121016,2021-11-21-08:00,Green Bay,Minnesota,"-1, O/U 47.5",47.5,57.0,36.8,-110.0,1.910,True,47.5,43.0,63.2,-110.0,1.910,False,-120.0,1.840,92.86,71.79,False,100.0,2.000,7.13,28.21,True,-1,-115.0,1.870,35.31,91.83,False,1,-105.0,1.950,64.69,8.17,True
0,nfl.g.20211121020,2021-11-21-08:00,Miami,NY Jets,"-4, O/U 44.5",44.5,36.72,56.42,-110.0,1.910,False,44.5,63.28,43.58,-110.0,1.910,True,-200.0,1.510,86.86,84.27,True,160.0,2.600,13.14,15.73,False,-4,-110.0,1.910,59.41,85.09,True,4,-110.0,1.910,40.59,14.91,False
0,nfl.g.20211121021,2021-11-21-08:00,New Orleans,Philadelphia,"-3, O/U 42.5",42.5,85.65,85.19,-110.0,1.910,True,42.5,14.35,14.81,-110.0,1.910,False,125.0,2.250,59.1,24.55,False,-150.0,1.670,40.9,75.45,True,3,-115.0,1.870,60.16,62.9,False,-3,-105.0,1.950,39.84,37.1,True
0,nfl.g.20211121024,2021-11-21-08:00,Pittsburgh,LA Chargers,"-6.5, O/U 47.5",47.5,32.97,31.41,-110.0,1.910,True,47.5,67.03,68.59,-110.0,1.910,False,225.0,3.250,54.38,16.0,False,-275.0,1.360,45.62,84.0,True,6.5,-110.0,1.910,56.72,58.69,True,-6.5,-110.0,1.910,43.28,41.31,False
0,nfl.g.20211121026,2021-11-21-08:00,Arizona,Seattle,"-4.5, O/U 45",45,66.29,73.07,-110.0,1.910,False,45,33.71,26.93,-110.0,1.910,True,165.0,2.650,71.23,25.38,True,-200.0,1.500,28.77,74.62,False,4.5,-110.0,1.910,58.08,61.41,True,-4.5,-110.0,1.910,41.92,38.59,False
0,nfl.g.20211121029,2021-11-21-08:00,Washington,Carolina,"-3, O/U 43",43,46.91,73.54,-110.0,1.910,True,43,53.09,26.46,-110.0,1.910,False,135.0,2.350,12.31,17.8,True,-160.0,1.620,87.69,82.2,False,3,-105.0,1.950,46.97,31.39,True,-3,-115.0,1.870,53.03,68.61,False
0,nfl.g.20211121030,2021-11-21-08:00,San Francisco,Jacksonville,"-6.5, O/U 45.5",45.5,53.71,58.68,-110.0,1.910,False,45.5,46.29,41.32,-110.0,1.910,True,-275.0,1.360,89.73,91.17,True,230.0,3.300,10.27,8.83,False,-6.5,-110.0,1.910,77.86,74.85,True,6.5,-110.0,1.910,22.14,25.15,False
0,nfl.g.20211122027,2021-11-22-08:00,NY Giants,Tampa Bay,"-10.5, O/U 49.5",49.5,62.75,68.37,-110.0,1.910,False,49.5,37.25,31.63,-110.0,1.910,True,400.0,5.000,10.45,4.85,False,-550.0,1.180,89.55,95.15,True,10.5,-110.0,1.910,30.61,34.18,False,-10.5,-110.0,1.910,69.39,65.82,True
0,nfl.g.20211125006,2021-11-25-08:00,Las Vegas,Dallas,"-7.5, O/U 50.5",50.5,43.28,47.38,-110.0,1.910,True,50.5,56.72,52.62,-110.0,1.910,False,290.0,3.900,44.65,8.4,True,-350.0,1.280,55.35,91.6,False,7.5,-110.0,1.910,41.26,34.1,True,-7.5,-110.0,1.910,58.74,65.9,False
0,nfl.g.20211125008,2021-11-25-08:00,Chicago,Detroit,"-2.5, O/U 41.5",41.5,34.29,43.12,-110.0,1.910,False,41.5,65.71,56.88,-110.0,1.910,True,-130.0,1.780,77.7,74.98,True,110.0,2.100,22.29,25.02,False,-2.5,-110.0,1.910,42.96,45.01,False,2.5,-110.0,1.910,57.04,54.99,True
0,nfl.g.20211125018,2021-11-25-08:00,Buffalo,New Orleans,"-7, O/U 45",45,69.01,63.4,-110.0,1.910,False,45,30.99,36.6,-110.0,1.910,True,-300.0,1.330,50.32,80.91,True,240.0,3.400,49.69,19.09,False,-7,-110.0,1.910,68.81,65.94,True,7,-110.0,1.910,31.19,34.06,False
0,nfl.g.20211128004,2021-11-28-08:00,Pittsburgh,Cincinnati,"-3.5, O/U 43.5",43.5,57.48,65.06,-110.0,1.910,True,43.5,42.52,34.94,-110.0,1.910,False,155.0,2.550,58.89,24.28,False,-190.0,1.530,41.11,75.72,True,3.5,-110.0,1.910,61.69,55.73,False,-3.5,-110.0,1.910,38.31,44.27,True
